app_proto,network_port,network_proto,proto,network_description,network_reference,network_known_unauthorized_use,network_notes
redstorm_info,2348,tcp,6,Information to query for game status,,,"This entry is an alias to ""redstorm-info"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
redstorm-info,2348,udp,17,"Information to query for game status
IANA assigned this well-formed service name as a replacement for ""redstorm_info"".",,,
redstorm_info,2348,udp,17,Information to query for game status,,,"This entry is an alias to ""redstorm-info"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
redstorm-diag,2349,tcp,6,"Diagnostics Port
IANA assigned this well-formed service name as a replacement for ""redstorm_diag"".",,,
redstorm_diag,2349,tcp,6,Diagnostics Port,,,"This entry is an alias to ""redstorm-diag"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
redstorm-diag,2349,udp,17,"Diagnostics Port
IANA assigned this well-formed service name as a replacement for ""redstorm_diag"".",,,
redstorm_diag,2349,udp,17,Diagnostics Port,,,"This entry is an alias to ""redstorm-diag"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
psbserver,2350,tcp,6,Pharos Booking Server,,,
psbserver,2350,udp,17,Pharos Booking Server,,,
psrserver,2351,tcp,6,psrserver,,,
psrserver,2351,udp,17,psrserver,,,
pslserver,2352,tcp,6,pslserver,,,
pslserver,2352,udp,17,pslserver,,,
pspserver,2353,tcp,6,pspserver,,,
pspserver,2353,udp,17,pspserver,,,
psprserver,2354,tcp,6,psprserver,,,
psprserver,2354,udp,17,psprserver,,,
psdbserver,2355,tcp,6,psdbserver,,,
psdbserver,2355,udp,17,psdbserver,,,
gxtelmd,2356,tcp,6,GXT License Managemant,,,
gxtelmd,2356,udp,17,GXT License Managemant,,,
unihub-server,2357,tcp,6,UniHub Server,,,
unihub-server,2357,udp,17,UniHub Server,,,
futrix,2358,tcp,6,Futrix,,,
futrix,2358,udp,17,Futrix,,,
flukeserver,2359,tcp,6,FlukeServer,,,
flukeserver,2359,udp,17,FlukeServer,,,
nexstorindltd,2360,tcp,6,NexstorIndLtd,,,
nexstorindltd,2360,udp,17,NexstorIndLtd,,,
tl1,2361,tcp,6,TL1,,,
tl1,2361,udp,17,TL1,,,
digiman,2362,tcp,6,digiman,,,
digiman,2362,udp,17,digiman,,,
mediacntrlnfsd,2363,tcp,6,Media Central NFSD,,,
mediacntrlnfsd,2363,udp,17,Media Central NFSD,,,
oi-2000,2364,tcp,6,OI-2000,,,
oi-2000,2364,udp,17,OI-2000,,,
dbref,2365,tcp,6,dbref,,,
dbref,2365,udp,17,dbref,,,
qip-login,2366,tcp,6,qip-login,,,
qip-login,2366,udp,17,qip-login,,,
service-ctrl,2367,tcp,6,Service Control,,,
service-ctrl,2367,udp,17,Service Control,,,
opentable,2368,tcp,6,OpenTable,,,
opentable,2368,udp,17,OpenTable,,,
UNDEFINED,2369,,,Unassigned,,,De-registered (28 March 2006)
l3-hbmon,2370,tcp,6,L3-HBMon,,,
l3-hbmon,2370,udp,17,L3-HBMon,,,
hp-rda,2371,tcp,6,HP Remote Device Access,,,
UNDEFINED,2371,udp,17,Reserved,,,
lanmessenger,2372,tcp,6,LanMessenger,,,
lanmessenger,2372,udp,17,LanMessenger,,,
remographlm,2373,tcp,6,Remograph License Manager,,,
UNDEFINED,2373,udp,17,Reserved,,,
hydra,2374,tcp,6,Hydra RPC,,,
UNDEFINED,2374,udp,17,Reserved,,,
docker,2375,tcp,6,Docker REST API (plain text),,,
UNDEFINED,2375,udp,17,Reserved,,,
docker-s,2376,tcp,6,Docker REST API (ssl),,,
swarm,2377,tcp,6,RPC interface for Docker Swarm,,,
UNDEFINED,2377,udp,17,Reserved,,,
UNDEFINED,2378,,,Unassigned,,,
etcd-client,2379,tcp,6,etcd client communication,,,
UNDEFINED,2379,udp,17,Reserved,,,
etcd-server,2380,tcp,6,etcd server to server communication,,,
UNDEFINED,2380,udp,17,Reserved,,,
compaq-https,2381,tcp,6,Compaq HTTPS,,,
compaq-https,2381,udp,17,Compaq HTTPS,,,
ms-olap3,2382,tcp,6,Microsoft OLAP,,,
ms-olap3,2382,udp,17,Microsoft OLAP,,,
ms-olap4,2383,tcp,6,Microsoft OLAP,,,
ms-olap4,2383,udp,17,Microsoft OLAP,,,
sd-request,2384,tcp,6,SD-REQUEST,,,
sd-capacity,2384,udp,17,SD-CAPACITY,,,
sd-data,2385,tcp,6,SD-DATA,,,
sd-data,2385,udp,17,SD-DATA,,,
virtualtape,2386,tcp,6,Virtual Tape,,,
virtualtape,2386,udp,17,Virtual Tape,,,
vsamredirector,2387,tcp,6,VSAM Redirector,,,
vsamredirector,2387,udp,17,VSAM Redirector,,,
mynahautostart,2388,tcp,6,MYNAH AutoStart,,,
mynahautostart,2388,udp,17,MYNAH AutoStart,,,
ovsessionmgr,2389,tcp,6,OpenView Session Mgr,,,
ovsessionmgr,2389,udp,17,OpenView Session Mgr,,,
rsmtp,2390,tcp,6,RSMTP,,,
rsmtp,2390,udp,17,RSMTP,,,
3com-net-mgmt,2391,tcp,6,3COM Net Management,,,
3com-net-mgmt,2391,udp,17,3COM Net Management,,,
tacticalauth,2392,tcp,6,Tactical Auth,,,
tacticalauth,2392,udp,17,Tactical Auth,,,
ms-olap1,2393,tcp,6,MS OLAP 1,,,
ms-olap1,2393,udp,17,MS OLAP 1,,,
ms-olap2,2394,tcp,6,MS OLAP 2,,,
ms-olap2,2394,udp,17,MS OLAP 2,,,
lan900-remote,2395,tcp,6,"LAN900 Remote
IANA assigned this well-formed service name as a replacement for ""lan900_remote"".",,,
lan900_remote,2395,tcp,6,LAN900 Remote,,,"This entry is an alias to ""lan900-remote"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
lan900-remote,2395,udp,17,"LAN900 Remote
IANA assigned this well-formed service name as a replacement for ""lan900_remote"".",,,
lan900_remote,2395,udp,17,LAN900 Remote,,,"This entry is an alias to ""lan900-remote"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
wusage,2396,tcp,6,Wusage,,,
wusage,2396,udp,17,Wusage,,,
ncl,2397,tcp,6,NCL,,,
ncl,2397,udp,17,NCL,,,
orbiter,2398,tcp,6,Orbiter,,,
orbiter,2398,udp,17,Orbiter,,,
fmpro-fdal,2399,tcp,6,"FileMaker, Inc. - Data Access Layer",,,
fmpro-fdal,2399,udp,17,"FileMaker, Inc. - Data Access Layer",,,
opequus-server,2400,tcp,6,OpEquus Server,,,
opequus-server,2400,udp,17,OpEquus Server,,,
cvspserver,2401,tcp,6,cvspserver,,,
cvspserver,2401,udp,17,cvspserver,,,
taskmaster2000,2402,tcp,6,TaskMaster 2000 Server,,,
taskmaster2000,2402,udp,17,TaskMaster 2000 Server,,,
taskmaster2000,2403,tcp,6,TaskMaster 2000 Web,,,
taskmaster2000,2403,udp,17,TaskMaster 2000 Web,,,
iec-104,2404,tcp,6,IEC 60870-5-104 process control over IP,,,
iec-104,2404,udp,17,IEC 60870-5-104 process control over IP,,,
trc-netpoll,2405,tcp,6,TRC Netpoll,,,
trc-netpoll,2405,udp,17,TRC Netpoll,,,
jediserver,2406,tcp,6,JediServer,,,
jediserver,2406,udp,17,JediServer,,,
orion,2407,tcp,6,Orion,,,
orion,2407,udp,17,Orion,,,
railgun-webaccl,2408,tcp,6,CloudFlare Railgun Web Acceleration Protocol,,,
UNDEFINED,2408,udp,17,Reserved,,,This entry is being removed on 2012-03-09.
sns-protocol,2409,tcp,6,SNS Protocol,,,
sns-protocol,2409,udp,17,SNS Protocol,,,
vrts-registry,2410,tcp,6,VRTS Registry,,,
vrts-registry,2410,udp,17,VRTS Registry,,,
netwave-ap-mgmt,2411,tcp,6,Netwave AP Management,,,
netwave-ap-mgmt,2411,udp,17,Netwave AP Management,,,
cdn,2412,tcp,6,CDN,,,
cdn,2412,udp,17,CDN,,,
orion-rmi-reg,2413,tcp,6,orion-rmi-reg,,,
orion-rmi-reg,2413,udp,17,orion-rmi-reg,,,
beeyond,2414,tcp,6,Beeyond,,,
beeyond,2414,udp,17,Beeyond,,,
codima-rtp,2415,tcp,6,Codima Remote Transaction Protocol,,,
codima-rtp,2415,udp,17,Codima Remote Transaction Protocol,,,
rmtserver,2416,tcp,6,RMT Server,,,
rmtserver,2416,udp,17,RMT Server,,,
composit-server,2417,tcp,6,Composit Server,,,
composit-server,2417,udp,17,Composit Server,,,
cas,2418,tcp,6,cas,,,
cas,2418,udp,17,cas,,,
attachmate-s2s,2419,tcp,6,Attachmate S2S,,,
attachmate-s2s,2419,udp,17,Attachmate S2S,,,
dslremote-mgmt,2420,tcp,6,DSL Remote Management,,,
dslremote-mgmt,2420,udp,17,DSL Remote Management,,,
g-talk,2421,tcp,6,G-Talk,,,
g-talk,2421,udp,17,G-Talk,,,
crmsbits,2422,tcp,6,CRMSBITS,,,
crmsbits,2422,udp,17,CRMSBITS,,,
rnrp,2423,tcp,6,RNRP,,,
rnrp,2423,udp,17,RNRP,,,
kofax-svr,2424,tcp,6,KOFAX-SVR,,,
kofax-svr,2424,udp,17,KOFAX-SVR,,,
fjitsuappmgr,2425,tcp,6,Fujitsu App Manager,,,
fjitsuappmgr,2425,udp,17,Fujitsu App Manager,,,
vcmp,2426,tcp,6,VeloCloud MultiPath Protocol,,,This port was previously removed on 2002-04-29.
vcmp,2426,udp,17,VeloCloud MultiPath Protocol,,,This port was previously removed on 2002-04-29.
mgcp-gateway,2427,tcp,6,Media Gateway Control Protocol Gateway,,,
mgcp-gateway,2427,udp,17,Media Gateway Control Protocol Gateway,,,
ott,2428,tcp,6,One Way Trip Time,,,
ott,2428,udp,17,One Way Trip Time,,,
ft-role,2429,tcp,6,FT-ROLE,,,
ft-role,2429,udp,17,FT-ROLE,,,
venus,2430,tcp,6,venus,,,
venus,2430,udp,17,venus,,,
venus-se,2431,tcp,6,venus-se,,,
venus-se,2431,udp,17,venus-se,,,
codasrv,2432,tcp,6,codasrv,,,
codasrv,2432,udp,17,codasrv,,,
codasrv-se,2433,tcp,6,codasrv-se,,,
codasrv-se,2433,udp,17,codasrv-se,,,
pxc-epmap,2434,tcp,6,pxc-epmap,,,
pxc-epmap,2434,udp,17,pxc-epmap,,,
optilogic,2435,tcp,6,OptiLogic,,,
optilogic,2435,udp,17,OptiLogic,,,
topx,2436,tcp,6,TOP/X,,,
topx,2436,udp,17,TOP/X,,,
unicontrol,2437,tcp,6,UniControl,,,
unicontrol,2437,udp,17,UniControl,,,
msp,2438,tcp,6,MSP,,,
msp,2438,udp,17,MSP,,,
sybasedbsynch,2439,tcp,6,SybaseDBSynch,,,
sybasedbsynch,2439,udp,17,SybaseDBSynch,,,
spearway,2440,tcp,6,Spearway Lockers,,,
spearway,2440,udp,17,Spearway Lockers,,,
pvsw-inet,2441,tcp,6,Pervasive I*net Data Server,,,
pvsw-inet,2441,udp,17,Pervasive I*net Data Server,,,
netangel,2442,tcp,6,Netangel,,,
netangel,2442,udp,17,Netangel,,,
powerclientcsf,2443,tcp,6,PowerClient Central Storage Facility,,,
powerclientcsf,2443,udp,17,PowerClient Central Storage Facility,,,
btpp2sectrans,2444,tcp,6,BT PP2 Sectrans,,,
btpp2sectrans,2444,udp,17,BT PP2 Sectrans,,,
dtn1,2445,tcp,6,DTN1,,,
dtn1,2445,udp,17,DTN1,,,
bues-service,2446,tcp,6,"bues_service
IANA assigned this well-formed service name as a replacement for ""bues_service"".",,,
bues_service,2446,tcp,6,bues_service,,,"This entry is an alias to ""bues-service"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
bues-service,2446,udp,17,"bues_service
IANA assigned this well-formed service name as a replacement for ""bues_service"".",,,
bues_service,2446,udp,17,bues_service,,,"This entry is an alias to ""bues-service"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
ovwdb,2447,tcp,6,OpenView NNM daemon,,,
ovwdb,2447,udp,17,OpenView NNM daemon,,,
hpppssvr,2448,tcp,6,hpppsvr,,,
hpppssvr,2448,udp,17,hpppsvr,,,
ratl,2449,tcp,6,RATL,,,
ratl,2449,udp,17,RATL,,,
netadmin,2450,tcp,6,netadmin,,,
netadmin,2450,udp,17,netadmin,,,
netchat,2451,tcp,6,netchat,,,
netchat,2451,udp,17,netchat,,,
snifferclient,2452,tcp,6,SnifferClient,,,
snifferclient,2452,udp,17,SnifferClient,,,
madge-ltd,2453,tcp,6,madge ltd,,,
madge-ltd,2453,udp,17,madge ltd,,,
indx-dds,2454,tcp,6,IndX-DDS,,,
indx-dds,2454,udp,17,IndX-DDS,,,
wago-io-system,2455,tcp,6,WAGO-IO-SYSTEM,,,
wago-io-system,2455,udp,17,WAGO-IO-SYSTEM,,,
altav-remmgt,2456,tcp,6,altav-remmgt,,,
altav-remmgt,2456,udp,17,altav-remmgt,,,
rapido-ip,2457,tcp,6,Rapido_IP,,,
rapido-ip,2457,udp,17,Rapido_IP,,,
griffin,2458,tcp,6,griffin,,,
griffin,2458,udp,17,griffin,,,
community,2459,tcp,6,Community,,,
community,2459,udp,17,Community,,,
ms-theater,2460,tcp,6,ms-theater,,,
ms-theater,2460,udp,17,ms-theater,,,
qadmifoper,2461,tcp,6,qadmifoper,,,
qadmifoper,2461,udp,17,qadmifoper,,,
qadmifevent,2462,tcp,6,qadmifevent,,,
qadmifevent,2462,udp,17,qadmifevent,,,
lsi-raid-mgmt,2463,tcp,6,LSI RAID Management,,,
lsi-raid-mgmt,2463,udp,17,LSI RAID Management,,,
direcpc-si,2464,tcp,6,DirecPC SI,,,
direcpc-si,2464,udp,17,DirecPC SI,,,
lbm,2465,tcp,6,Load Balance Management,,,
lbm,2465,udp,17,Load Balance Management,,,
lbf,2466,tcp,6,Load Balance Forwarding,,,
lbf,2466,udp,17,Load Balance Forwarding,,,
high-criteria,2467,tcp,6,High Criteria,,,
high-criteria,2467,udp,17,High Criteria,,,
qip-msgd,2468,tcp,6,qip_msgd,,,
qip-msgd,2468,udp,17,qip_msgd,,,
mti-tcs-comm,2469,tcp,6,MTI-TCS-COMM,,,
mti-tcs-comm,2469,udp,17,MTI-TCS-COMM,,,
taskman-port,2470,tcp,6,taskman port,,,
taskman-port,2470,udp,17,taskman port,,,
seaodbc,2471,tcp,6,SeaODBC,,,
seaodbc,2471,udp,17,SeaODBC,,,
c3,2472,tcp,6,C3,,,
c3,2472,udp,17,C3,,,
aker-cdp,2473,tcp,6,Aker-cdp,,,
aker-cdp,2473,udp,17,Aker-cdp,,,
vitalanalysis,2474,tcp,6,Vital Analysis,,,
vitalanalysis,2474,udp,17,Vital Analysis,,,
ace-server,2475,tcp,6,ACE Server,,,
ace-server,2475,udp,17,ACE Server,,,
ace-svr-prop,2476,tcp,6,ACE Server Propagation,,,
ace-svr-prop,2476,udp,17,ACE Server Propagation,,,
ssm-cvs,2477,tcp,6,SecurSight Certificate Valifation Service,,,
ssm-cvs,2477,udp,17,SecurSight Certificate Valifation Service,,,
ssm-cssps,2478,tcp,6,SecurSight Authentication Server (SSL),,,
ssm-cssps,2478,udp,17,SecurSight Authentication Server (SSL),,,
ssm-els,2479,tcp,6,SecurSight Event Logging Server (SSL),,,
ssm-els,2479,udp,17,SecurSight Event Logging Server (SSL),,,
powerexchange,2480,tcp,6,Informatica PowerExchange Listener,,,
powerexchange,2480,udp,17,Informatica PowerExchange Listener,,,
giop,2481,tcp,6,Oracle GIOP,,,
giop,2481,udp,17,Oracle GIOP,,,
giop-ssl,2482,tcp,6,Oracle GIOP SSL,,,
giop-ssl,2482,udp,17,Oracle GIOP SSL,,,
ttc,2483,tcp,6,Oracle TTC,,,
ttc,2483,udp,17,Oracle TTC,,,
ttc-ssl,2484,tcp,6,Oracle TTC SSL,,,
ttc-ssl,2484,udp,17,Oracle TTC SSL,,,
netobjects1,2485,tcp,6,Net Objects1,,,
netobjects1,2485,udp,17,Net Objects1,,,
netobjects2,2486,tcp,6,Net Objects2,,,
netobjects2,2486,udp,17,Net Objects2,,,
pns,2487,tcp,6,Policy Notice Service,,,
pns,2487,udp,17,Policy Notice Service,,,
moy-corp,2488,tcp,6,Moy Corporation,,,
moy-corp,2488,udp,17,Moy Corporation,,,
tsilb,2489,tcp,6,TSILB,,,
tsilb,2489,udp,17,TSILB,,,
qip-qdhcp,2490,tcp,6,qip_qdhcp,,,
qip-qdhcp,2490,udp,17,qip_qdhcp,,,
conclave-cpp,2491,tcp,6,Conclave CPP,,,
conclave-cpp,2491,udp,17,Conclave CPP,,,
groove,2492,tcp,6,GROOVE,,,
groove,2492,udp,17,GROOVE,,,
talarian-mqs,2493,tcp,6,Talarian MQS,,,
talarian-mqs,2493,udp,17,Talarian MQS,,,
bmc-ar,2494,tcp,6,BMC AR,,,
bmc-ar,2494,udp,17,BMC AR,,,
fast-rem-serv,2495,tcp,6,Fast Remote Services,,,
fast-rem-serv,2495,udp,17,Fast Remote Services,,,
dirgis,2496,tcp,6,DIRGIS,,,
dirgis,2496,udp,17,DIRGIS,,,
quaddb,2497,tcp,6,Quad DB,,,
quaddb,2497,udp,17,Quad DB,,,
odn-castraq,2498,tcp,6,ODN-CasTraq,,,
odn-castraq,2498,udp,17,ODN-CasTraq,,,
unicontrol,2499,tcp,6,UniControl,,,
unicontrol,2499,udp,17,UniControl,,,
rtsserv,2500,tcp,6,Resource Tracking system server,,,
rtsserv,2500,udp,17,Resource Tracking system server,,,
rtsclient,2501,tcp,6,Resource Tracking system client,,,
rtsclient,2501,udp,17,Resource Tracking system client,,,
kentrox-prot,2502,tcp,6,Kentrox Protocol,,,
kentrox-prot,2502,udp,17,Kentrox Protocol,,,
nms-dpnss,2503,tcp,6,NMS-DPNSS,,,
nms-dpnss,2503,udp,17,NMS-DPNSS,,,
wlbs,2504,tcp,6,WLBS,,,
wlbs,2504,udp,17,WLBS,,,
ppcontrol,2505,tcp,6,PowerPlay Control,,,
ppcontrol,2505,udp,17,PowerPlay Control,,,
jbroker,2506,tcp,6,jbroker,,,
jbroker,2506,udp,17,jbroker,,,
spock,2507,tcp,6,spock,,,
spock,2507,udp,17,spock,,,
jdatastore,2508,tcp,6,JDataStore,,,
jdatastore,2508,udp,17,JDataStore,,,
fjmpss,2509,tcp,6,fjmpss,,,
fjmpss,2509,udp,17,fjmpss,,,
fjappmgrbulk,2510,tcp,6,fjappmgrbulk,,,
fjappmgrbulk,2510,udp,17,fjappmgrbulk,,,
metastorm,2511,tcp,6,Metastorm,,,
metastorm,2511,udp,17,Metastorm,,,
citrixima,2512,tcp,6,Citrix IMA,,,
citrixima,2512,udp,17,Citrix IMA,,,
citrixadmin,2513,tcp,6,Citrix ADMIN,,,
citrixadmin,2513,udp,17,Citrix ADMIN,,,
facsys-ntp,2514,tcp,6,Facsys NTP,,,
facsys-ntp,2514,udp,17,Facsys NTP,,,
facsys-router,2515,tcp,6,Facsys Router,,,
facsys-router,2515,udp,17,Facsys Router,,,
maincontrol,2516,tcp,6,Main Control,,,
maincontrol,2516,udp,17,Main Control,,,
call-sig-trans,2517,tcp,6,H.323 Annex E Call Control Signalling Transport,,,
call-sig-trans,2517,udp,17,H.323 Annex E Call Control Signalling Transport,,,
willy,2518,tcp,6,Willy,,,
willy,2518,udp,17,Willy,,,
globmsgsvc,2519,tcp,6,globmsgsvc,,,
globmsgsvc,2519,udp,17,globmsgsvc,,,
pvsw,2520,tcp,6,Pervasive Listener,,,
pvsw,2520,udp,17,Pervasive Listener,,,
adaptecmgr,2521,tcp,6,Adaptec Manager,,,
adaptecmgr,2521,udp,17,Adaptec Manager,,,
windb,2522,tcp,6,WinDb,,,
windb,2522,udp,17,WinDb,,,
qke-llc-v3,2523,tcp,6,Qke LLC V.3,,,
qke-llc-v3,2523,udp,17,Qke LLC V.3,,,
optiwave-lm,2524,tcp,6,Optiwave License Management,,,
optiwave-lm,2524,udp,17,Optiwave License Management,,,
ms-v-worlds,2525,tcp,6,MS V-Worlds,,,
ms-v-worlds,2525,udp,17,MS V-Worlds,,,
ema-sent-lm,2526,tcp,6,EMA License Manager,,,
ema-sent-lm,2526,udp,17,EMA License Manager,,,
iqserver,2527,tcp,6,IQ Server,,,
iqserver,2527,udp,17,IQ Server,,,
ncr-ccl,2528,tcp,6,"NCR CCL
IANA assigned this well-formed service name as a replacement for ""ncr_ccl"".",,,
ncr_ccl,2528,tcp,6,NCR CCL,,,"This entry is an alias to ""ncr-ccl"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
ncr-ccl,2528,udp,17,"NCR CCL
IANA assigned this well-formed service name as a replacement for ""ncr_ccl"".",,,
ncr_ccl,2528,udp,17,NCR CCL,,,"This entry is an alias to ""ncr-ccl"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
utsftp,2529,tcp,6,UTS FTP,,,
utsftp,2529,udp,17,UTS FTP,,,
vrcommerce,2530,tcp,6,VR Commerce,,,
vrcommerce,2530,udp,17,VR Commerce,,,
ito-e-gui,2531,tcp,6,ITO-E GUI,,,
ito-e-gui,2531,udp,17,ITO-E GUI,,,
ovtopmd,2532,tcp,6,OVTOPMD,,,
ovtopmd,2532,udp,17,OVTOPMD,,,
snifferserver,2533,tcp,6,SnifferServer,,,
snifferserver,2533,udp,17,SnifferServer,,,
combox-web-acc,2534,tcp,6,Combox Web Access,,,
combox-web-acc,2534,udp,17,Combox Web Access,,,
madcap,2535,tcp,6,MADCAP,,,
madcap,2535,udp,17,MADCAP,,,
btpp2audctr1,2536,tcp,6,btpp2audctr1,,,
btpp2audctr1,2536,udp,17,btpp2audctr1,,,
upgrade,2537,tcp,6,Upgrade Protocol,,,
upgrade,2537,udp,17,Upgrade Protocol,,,
vnwk-prapi,2538,tcp,6,vnwk-prapi,,,
vnwk-prapi,2538,udp,17,vnwk-prapi,,,
vsiadmin,2539,tcp,6,VSI Admin,,,
vsiadmin,2539,udp,17,VSI Admin,,,
lonworks,2540,tcp,6,LonWorks,,,
lonworks,2540,udp,17,LonWorks,,,
lonworks2,2541,tcp,6,LonWorks2,,,
lonworks2,2541,udp,17,LonWorks2,,,
udrawgraph,2542,tcp,6,uDraw(Graph),,,
udrawgraph,2542,udp,17,uDraw(Graph),,,
reftek,2543,tcp,6,REFTEK,,,
reftek,2543,udp,17,REFTEK,,,
novell-zen,2544,tcp,6,Management Daemon Refresh,,,
novell-zen,2544,udp,17,Management Daemon Refresh,,,
sis-emt,2545,tcp,6,sis-emt,,,
sis-emt,2545,udp,17,sis-emt,,,
vytalvaultbrtp,2546,tcp,6,vytalvaultbrtp,,,
vytalvaultbrtp,2546,udp,17,vytalvaultbrtp,,,
vytalvaultvsmp,2547,tcp,6,vytalvaultvsmp,,,
vytalvaultvsmp,2547,udp,17,vytalvaultvsmp,,,
vytalvaultpipe,2548,tcp,6,vytalvaultpipe,,,
vytalvaultpipe,2548,udp,17,vytalvaultpipe,,,
ipass,2549,tcp,6,IPASS,,,
ipass,2549,udp,17,IPASS,,,
ads,2550,tcp,6,ADS,,,
ads,2550,udp,17,ADS,,,
isg-uda-server,2551,tcp,6,ISG UDA Server,,,
isg-uda-server,2551,udp,17,ISG UDA Server,,,
call-logging,2552,tcp,6,Call Logging,,,
call-logging,2552,udp,17,Call Logging,,,
efidiningport,2553,tcp,6,efidiningport,,,
efidiningport,2553,udp,17,efidiningport,,,
vcnet-link-v10,2554,tcp,6,VCnet-Link v10,,,
vcnet-link-v10,2554,udp,17,VCnet-Link v10,,,
compaq-wcp,2555,tcp,6,Compaq WCP,,,
compaq-wcp,2555,udp,17,Compaq WCP,,,
nicetec-nmsvc,2556,tcp,6,nicetec-nmsvc,,,
nicetec-nmsvc,2556,udp,17,nicetec-nmsvc,,,
nicetec-mgmt,2557,tcp,6,nicetec-mgmt,,,
nicetec-mgmt,2557,udp,17,nicetec-mgmt,,,
pclemultimedia,2558,tcp,6,PCLE Multi Media,,,
pclemultimedia,2558,udp,17,PCLE Multi Media,,,
lstp,2559,tcp,6,LSTP,,,
lstp,2559,udp,17,LSTP,,,
labrat,2560,tcp,6,labrat,,,
labrat,2560,udp,17,labrat,,,
mosaixcc,2561,tcp,6,MosaixCC,,,
mosaixcc,2561,udp,17,MosaixCC,,,
delibo,2562,tcp,6,Delibo,,,
delibo,2562,udp,17,Delibo,,,
cti-redwood,2563,tcp,6,CTI Redwood,,,
cti-redwood,2563,udp,17,CTI Redwood,,,
hp-3000-telnet,2564,tcp,6,HP 3000 NS/VT block mode telnet,,,
hp-3000-telnet,2564,udp,17,HP 3000 NS/VT block mode telnet,,,
coord-svr,2565,tcp,6,Coordinator Server,,,
coord-svr,2565,udp,17,Coordinator Server,,,
pcs-pcw,2566,tcp,6,pcs-pcw,,,
pcs-pcw,2566,udp,17,pcs-pcw,,,
clp,2567,tcp,6,Cisco Line Protocol,,,
clp,2567,udp,17,Cisco Line Protocol,,,
spamtrap,2568,tcp,6,SPAM TRAP,,,
spamtrap,2568,udp,17,SPAM TRAP,,,
sonuscallsig,2569,tcp,6,Sonus Call Signal,,,
sonuscallsig,2569,udp,17,Sonus Call Signal,,,
hs-port,2570,tcp,6,HS Port,,,
hs-port,2570,udp,17,HS Port,,,
cecsvc,2571,tcp,6,CECSVC,,,
cecsvc,2571,udp,17,CECSVC,,,
ibp,2572,tcp,6,IBP,,,
ibp,2572,udp,17,IBP,,,
trustestablish,2573,tcp,6,Trust Establish,,,
trustestablish,2573,udp,17,Trust Establish,,,
blockade-bpsp,2574,tcp,6,Blockade BPSP,,,
blockade-bpsp,2574,udp,17,Blockade BPSP,,,
hl7,2575,tcp,6,HL7,,,
hl7,2575,udp,17,HL7,,,
tclprodebugger,2576,tcp,6,TCL Pro Debugger,,,
tclprodebugger,2576,udp,17,TCL Pro Debugger,,,
scipticslsrvr,2577,tcp,6,Scriptics Lsrvr,,,
scipticslsrvr,2577,udp,17,Scriptics Lsrvr,,,
rvs-isdn-dcp,2578,tcp,6,RVS ISDN DCP,,,
rvs-isdn-dcp,2578,udp,17,RVS ISDN DCP,,,
mpfoncl,2579,tcp,6,mpfoncl,,,
mpfoncl,2579,udp,17,mpfoncl,,,
tributary,2580,tcp,6,Tributary,,,
tributary,2580,udp,17,Tributary,,,
argis-te,2581,tcp,6,ARGIS TE,,,
argis-te,2581,udp,17,ARGIS TE,,,
argis-ds,2582,tcp,6,ARGIS DS,,,
argis-ds,2582,udp,17,ARGIS DS,,,
mon,2583,tcp,6,MON,,,
mon,2583,udp,17,MON,,,
cyaserv,2584,tcp,6,cyaserv,,,
cyaserv,2584,udp,17,cyaserv,,,
netx-server,2585,tcp,6,NETX Server,,,
netx-server,2585,udp,17,NETX Server,,,
netx-agent,2586,tcp,6,NETX Agent,,,
netx-agent,2586,udp,17,NETX Agent,,,
masc,2587,tcp,6,MASC,,,
masc,2587,udp,17,MASC,,,
privilege,2588,tcp,6,Privilege,,,
privilege,2588,udp,17,Privilege,,,
quartus-tcl,2589,tcp,6,quartus tcl,,,
quartus-tcl,2589,udp,17,quartus tcl,,,
idotdist,2590,tcp,6,idotdist,,,
idotdist,2590,udp,17,idotdist,,,
maytagshuffle,2591,tcp,6,Maytag Shuffle,,,
maytagshuffle,2591,udp,17,Maytag Shuffle,,,
